,country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
1991,Saudi Arabia,SAU,2/1/2021,440618.0,,,,11573.0,1.27,,,332.0,Pfizer/BioNTech,Saudi Health Council,https://coronamap.sa
1992,Serbia,SRB,2/1/2021,,,,,31416.0,,,,4617.0,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.danas.rs/drustvo/vakcinu-dobilo-526-930-gradjana-nis-i-dalje-vodeci-u-zemlji/
1993,Seychelles,SYC,2/1/2021,35079.0,35079.0,,,2170.0,35.67,35.67,,22066.0,"Oxford/AstraZeneca, Sinopharm",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1648953545305770
1994,Singapore,SGP,2/1/2021,,,,,10885.0,,,,1861.0,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/second-covid-19-vaccine-authorised-for-use-in-singapore
1995,Slovakia,SVK,2/1/2021,154810.0,142478.0,12332.0,11712.0,6758.0,2.84,2.61,0.23,1238.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
1996,Slovenia,SVN,2/1/2021,78329.0,53428.0,24901.0,44.0,2390.0,3.77,2.57,1.2,1150.0,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/stats
1997,Spain,ESP,2/1/2021,1673054.0,1254535.0,418519.0,63793.0,54548.0,3.58,2.68,0.9,1167.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210204.ods
1998,Sri Lanka,LKA,2/1/2021,95550.0,,,36396.0,23888.0,0.45,,,1116.0,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/Rumindahg/status/1357745308390875137
1999,Sweden,SWE,2/1/2021,,,,,7823.0,,,,775.0,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
2000,Turkey,TUR,2/1/2021,2136299.0,,,150062.0,119078.0,2.53,,,1412.0,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
2001,United Arab Emirates,ARE,2/1/2021,3440777.0,3190777.0,250000.0,106615.0,124241.0,34.79,32.26,2.53,12562.0,"Pfizer/BioNTech, Sinopharm",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
2002,UK,GBR,2/1/2021,10143511.0,9646715.0,496796.0,352935.0,402534.0,14.94,14.21,0.73,5930.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
2003,USA,USA,2/1/2021,32222402.0,26023153.0,5927847.0,1099103.0,1355451.0,9.63,7.78,1.77,4053.0,"Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
2004,Argentina,ARG,2/2/2021,,,,,11475.0,,,,254.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
2005,Austria,AUT,2/2/2021,208988.0,189926.0,19062.0,6643.0,8294.0,2.32,2.11,0.21,921.0,Pfizer/BioNTech,Ministry of Health,https://www.data.gv.at/katalog/dataset/589132b2-c000-4c60-85b4-c5036cdf3406
2006,Bahrain,BHR,2/2/2021,174075.0,174075.0,,1163.0,1160.0,10.23,10.23,,682.0,"Pfizer/BioNTech, Sinopharm",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1357433853447729159
2007,Belgium,BEL,2/2/2021,338907.0,304559.0,34348.0,17128.0,11537.0,2.92,2.63,0.3,995.0,"Moderna, Pfizer/BioNTech",Sciensano,https://datastudio.google.com/embed/u/0/reporting/c14a5cfc-cab7-4812-848c-0369173148ab/page/hOMwB
2008,Bolivia,BOL,2/2/2021,1593.0,,,1023.0,319.0,0.01,,,27.0,Sputnik V,Ministry of Health,https://boliviasegura.gob.bo/noticias/
2009,Brazil,BRA,2/2/2021,2292551.0,2292551.0,,168244.0,206238.0,1.08,1.08,,970.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
2010,Bulgaria,BGR,2/2/2021,45917.0,30817.0,15100.0,3283.0,2399.0,0.66,0.44,0.22,345.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
2011,Canada,CAN,2/2/2021,985975.0,,,11285.0,22705.0,2.61,,,602.0,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
2012,Cayman Islands,CYM,2/2/2021,,,,,275.0,,,,4184.0,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics#vaccine-dashboard
2013,Chile,CHL,2/2/2021,77399.0,67002.0,10397.0,,1547.0,0.4,0.35,0.05,81.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
2014,China,CHN,2/2/2021,,,,,1020367.0,,,,709.0,"CNBG, Sinovac",National Health Commission,https://news.yahoo.com/china-administered-31-2-million-071552622.html
2015,Croatia,HRV,2/2/2021,,,,,1920.0,,,,468.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/i-dalje-potreban-oprez-730-novih-slucajeva-zaraze/31434
2016,Czech Republic,CZE,2/2/2021,297902.0,241401.0,56501.0,13652.0,9756.0,2.78,2.25,0.53,911.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
2017,Denmark,DNK,2/2/2021,290531.0,191561.0,98970.0,4950.0,10399.0,5.02,3.31,1.71,1795.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-04022021-n1z9
2018,Ecuador,ECU,2/2/2021,,,,,468.0,,,,27.0,Pfizer/BioNTech,Government of Ecuador,https://drive.google.com/file/d/1HRz845fa451ZHJmxSDlJAD92CAr75VFs/view
2019,Estonia,EST,2/2/2021,40217.0,28907.0,11310.0,1623.0,1862.0,3.03,2.18,0.85,1404.0,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-5-veebruar-oopaevaga-lisandus-596-positiivset-testi
2020,Finland,FIN,2/2/2021,163973.0,145770.0,18203.0,213.0,6709.0,2.96,2.63,0.33,1211.0,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
2021,France,FRA,2/2/2021,1717385.0,1615088.0,102297.0,108313.0,78017.0,2.53,2.38,0.15,1150.0,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
2022,Germany,DEU,2/2/2021,2745944.0,2050436.0,695508.0,121893.0,99506.0,3.28,2.45,0.83,1188.0,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
2023,Gibraltar,GIB,2/2/2021,15391.0,13071.0,2320.0,1092.0,617.0,45.68,38.8,6.89,18313.0,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1357291680366555137
2024,Greece,GRC,2/2/2021,315628.0,261543.0,54085.0,21811.0,16839.0,3.03,2.51,0.52,1616.0,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
2025,Hungary,HUN,2/2/2021,322306.0,247270.0,75036.0,10644.0,21690.0,3.34,2.56,0.78,2245.0,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1576-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-98-beteg
2026,Iceland,ISL,2/2/2021,,,,,197.0,,,,577.0,"Moderna, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
2027,India,IND,2/2/2021,4138918.0,,,188762.0,301348.0,0.3,,,218.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://www.mohfw.gov.in/
2028,Indonesia,IDN,2/2/2021,648259.0,596260.0,51999.0,73321.0,57511.0,0.24,0.22,0.02,210.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
2029,Ireland,IRL,2/2/2021,,,,,8200.0,,,,1661.0,Pfizer/BioNTech,Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
2030,Isle Of Man,IMN,2/2/2021,8302.0,6883.0,1419.0,,488.0,9.76,8.09,1.67,5739.0,Pfizer/BioNTech,Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
2031,Israel,ISR,2/2/2021,5101949.0,3239901.0,1862048.0,100141.0,133669.0,58.94,37.43,21.51,15443.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
2032,Italy,ITA,2/2/2021,2147136.0,1359919.0,787217.0,83521.0,81333.0,3.55,2.25,1.3,1345.0,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
2033,Latvia,LVA,2/2/2021,26761.0,,,1808.0,885.0,1.42,,,469.0,Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
2034,Lithuania,LTU,2/2/2021,100446.0,74404.0,26042.0,3798.0,4175.0,3.69,2.73,0.96,1534.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
2035,Luxembourg,LUX,2/2/2021,14252.0,11925.0,2327.0,1011.0,675.0,2.28,1.91,0.37,1078.0,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/1f6f6910-8dc4-4d17-9fbe-03bbc9664591
2036,Maldives,MDV,2/2/2021,,,,,546.0,,,,1010.0,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1357374641090789377
2037,Malta,MLT,2/2/2021,29002.0,24526.0,4476.0,1243.0,947.0,6.57,5.55,1.01,2145.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
2038,Mexico,MEX,2/2/2021,677539.0,614733.0,45748.0,2337.0,3603.0,0.53,0.48,0.04,28.0,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-263016?idiom=es
2039,Morocco,MAR,2/2/2021,257291.0,,,57210.0,51458.0,0.7,,,1394.0,"Oxford/AstraZeneca, Sinopharm",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/4.2.21.COVID-19.pdf
2040,Netherlands,NLD,2/2/2021,277275.0,,,29220.0,17455.0,1.62,,,1019.0,"Moderna, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
2041,Northern Ireland,,2/2/2021,271826.0,246671.0,25155.0,13515.0,11539.0,14.35,13.03,1.33,6093.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
2042,Norway,NOR,2/2/2021,136616.0,113408.0,23208.0,9008.0,7273.0,2.52,2.09,0.43,1342.0,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
2043,Poland,POL,2/2/2021,1342435.0,1053245.0,289190.0,110719.0,62425.0,3.55,2.78,0.76,1649.0,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
2044,Portugal,PRT,2/2/2021,,,,,11608.0,,,,1138.0,Pfizer/BioNTech,National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
2045,Romania,ROU,2/2/2021,748732.0,610383.0,138349.0,27548.0,31479.0,3.89,3.17,0.72,1636.0,Pfizer/BioNTech,Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/04.02.21-Tabel-situatie-vaccinari-2.pdf
2046,Serbia,SRB,2/2/2021,495964.0,,,,25209.0,7.29,,,3705.0,"Pfizer/BioNTech, Sinopharm, Sputnik V",Government of Serbia,https://www.danas.rs/drustvo/vakcinu-dobilo-526-930-gradjana-nis-i-dalje-vodeci-u-zemlji/
2047,Seychelles,SYC,2/2/2021,36284.0,36284.0,,1205.0,1939.0,36.9,36.9,,19717.0,"Oxford/AstraZeneca, Sinopharm",Extended Programme for Immunisation,https://www.facebook.com/mohseychellesofficial/photos/1648953545305770
2048,Singapore,SGP,2/2/2021,181000.0,175000.0,6000.0,,11223.0,3.09,2.99,0.1,1918.0,Pfizer/BioNTech,Ministry of Health,https://www.moh.gov.sg/news-highlights/details/second-covid-19-vaccine-authorised-for-use-in-singapore
2049,Slovakia,SVK,2/2/2021,167019.0,151242.0,15777.0,12209.0,7517.0,3.06,2.77,0.29,1377.0,Pfizer/BioNTech,Ministry of Health,https://covid-19.nczisk.sk
2050,Slovenia,SVN,2/2/2021,79336.0,53442.0,25894.0,1007.0,2280.0,3.82,2.57,1.25,1097.0,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/stats
2051,Spain,ESP,2/2/2021,1764778.0,1265800.0,498978.0,91724.0,58331.0,3.77,2.71,1.07,1248.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210204.ods
2052,Sri Lanka,LKA,2/2/2021,118767.0,,,23217.0,23753.0,0.55,,,1109.0,Oxford/AstraZeneca,Ministry of Health,https://twitter.com/Rumindahg/status/1357745308390875137
2053,Sweden,SWE,2/2/2021,285257.0,256978.0,28279.0,,8685.0,2.82,2.54,0.28,860.0,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
2054,Turkey,TUR,2/2/2021,2229233.0,,,92934.0,116994.0,2.64,,,1387.0,Sinovac,COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
2055,United Arab Emirates,ARE,2/2/2021,,,,,117852.0,,,,11916.0,"Pfizer/BioNTech, Sinopharm",National Emergency Crisis and Disaster Management Authority,http://covid19.ncema.gov.ae/en
2056,UK,GBR,2/2/2021,10520433.0,10021471.0,498962.0,376922.0,411699.0,15.5,14.76,0.73,6065.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
2057,USA,USA,2/2/2021,32780860.0,26440836.0,6064792.0,558458.0,1319981.0,9.8,7.91,1.81,3947.0,"Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
2058,Argentina,ARG,2/3/2021,396562.0,284196.0,112366.0,,11218.0,0.88,0.63,0.25,248.0,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
2059,Austria,AUT,2/3/2021,222520.0,194287.0,28233.0,13532.0,9076.0,2.47,2.16,0.31,1008.0,Pfizer/BioNTech,Ministry of Health,https://www.data.gv.at/katalog/dataset/589132b2-c000-4c60-85b4-c5036cdf3406
2060,Bahrain,BHR,2/3/2021,175094.0,175094.0,,1019.0,1052.0,10.29,10.29,,618.0,"Pfizer/BioNTech, Sinopharm",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1357433853447729159
2061,Belgium,BEL,2/3/2021,351513.0,307386.0,44127.0,12606.0,11170.0,3.03,2.65,0.38,964.0,"Moderna, Pfizer/BioNTech",Sciensano,https://datastudio.google.com/embed/u/0/reporting/c14a5cfc-cab7-4812-848c-0369173148ab/page/hOMwB
2062,Bolivia,BOL,2/3/2021,3560.0,,,1967.0,593.0,0.03,,,51.0,Sputnik V,Ministry of Health,https://boliviasegura.gob.bo/noticias/
2063,Brazil,BRA,2/3/2021,2521704.0,2521704.0,,229153.0,198831.0,1.19,1.19,,935.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
2064,Bulgaria,BGR,2/3/2021,50124.0,33691.0,16433.0,4207.0,2458.0,0.72,0.48,0.24,354.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
2065,Canada,CAN,2/3/2021,999253.0,,,13278.0,15531.0,2.65,,,412.0,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
2066,Cayman Islands,CYM,2/3/2021,,,,,275.0,,,,4184.0,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics#vaccine-dashboard
2067,Chile,CHL,2/3/2021,138684.0,128287.0,10397.0,61285.0,10227.0,0.73,0.67,0.05,535.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
2068,China,CHN,2/3/2021,31200000.0,31200000.0,,,1204714.0,2.17,2.17,,837.0,"CNBG, Sinovac",National Health Commission,https://news.yahoo.com/china-administered-31-2-million-071552622.html
2069,Croatia,HRV,2/3/2021,87929.0,59064.0,28865.0,,1848.0,2.14,1.44,0.7,450.0,Pfizer/BioNTech,Ministry of Health,https://vlada.gov.hr/vijesti/i-dalje-potreban-oprez-730-novih-slucajeva-zaraze/31434
2070,Czech Republic,CZE,2/3/2021,312664.0,245608.0,67056.0,14762.0,9974.0,2.92,2.29,0.63,931.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
2071,Denmark,DNK,2/3/2021,298112.0,192990.0,105122.0,7581.0,10822.0,5.15,3.33,1.81,1868.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-04022021-n1z9
2072,Ecuador,ECU,2/3/2021,,,,,466.0,,,,26.0,Pfizer/BioNTech,Government of Ecuador,https://drive.google.com/file/d/1HRz845fa451ZHJmxSDlJAD92CAr75VFs/view
2073,Estonia,EST,2/3/2021,43000.0,30158.0,12842.0,2783.0,1915.0,3.24,2.27,0.97,1444.0,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-5-veebruar-oopaevaga-lisandus-596-positiivset-testi
2074,Finland,FIN,2/3/2021,173372.0,149951.0,23421.0,9399.0,6637.0,3.13,2.71,0.42,1198.0,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
2075,France,FRA,2/3/2021,1825982.0,1687026.0,138956.0,108597.0,78753.0,2.69,2.49,0.2,1161.0,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
2076,Germany,DEU,2/3/2021,2870810.0,2101482.0,769328.0,124866.0,101586.0,3.43,2.51,0.92,1212.0,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
2077,Gibraltar,GIB,2/3/2021,16177.0,13166.0,3011.0,786.0,653.0,48.02,39.08,8.94,19382.0,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1357291680366555137
2078,Greece,GRC,2/3/2021,338122.0,276103.0,62019.0,22494.0,17440.0,3.24,2.65,0.6,1673.0,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
2079,Hungary,HUN,2/3/2021,334130.0,249687.0,84452.0,11824.0,20946.0,3.46,2.58,0.87,2168.0,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1576-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-98-beteg
2080,Iceland,ISL,2/3/2021,16951.0,12098.0,4853.0,,204.0,4.97,3.55,1.42,598.0,"Moderna, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
2081,India,IND,2/3/2021,4449552.0,,,310634.0,299082.0,0.32,,,217.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://www.mohfw.gov.in/
2082,Indonesia,IDN,2/3/2021,717647.0,646026.0,71621.0,69388.0,58521.0,0.26,0.24,0.03,214.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
2083,Ireland,IRL,2/3/2021,219200.0,152200.0,67000.0,,8243.0,4.44,3.08,1.36,1669.0,Pfizer/BioNTech,Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
2084,Isle Of Man,IMN,2/3/2021,9563.0,7387.0,2176.0,1261.0,568.0,11.25,8.69,2.56,6680.0,Pfizer/BioNTech,Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
2085,Israel,ISR,2/3/2021,5209561.0,3299151.0,1910410.0,107612.0,120348.0,60.19,38.12,22.07,13904.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
2086,Italy,ITA,2/3/2021,2240944.0,1368251.0,872693.0,93808.0,84759.0,3.71,2.26,1.44,1402.0,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
2087,Latvia,LVA,2/3/2021,28378.0,,,1617.0,999.0,1.5,,,530.0,Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
2088,Lithuania,LTU,2/3/2021,106887.0,76017.0,30870.0,6441.0,4112.0,3.93,2.79,1.13,1510.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
2089,Luxembourg,LUX,2/3/2021,15407.0,12597.0,2810.0,1155.0,708.0,2.46,2.01,0.45,1131.0,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/1f6f6910-8dc4-4d17-9fbe-03bbc9664591
2090,Maldives,MDV,2/3/2021,,,,,716.0,,,,1325.0,Oxford/AstraZeneca,Presidency of the Maldives,https://twitter.com/HPA_MV/status/1357374641090789377
2091,Malta,MLT,2/3/2021,30252.0,25361.0,4891.0,1250.0,963.0,6.85,5.74,1.11,2181.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
2092,Mexico,MEX,2/3/2021,686601.0,615381.0,54162.0,9062.0,4365.0,0.53,0.48,0.04,34.0,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-263016?idiom=es
2093,Morocco,MAR,2/3/2021,308398.0,,,51107.0,51400.0,0.84,,,1393.0,"Oxford/AstraZeneca, Sinopharm",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/4.2.21.COVID-19.pdf
2094,Netherlands,NLD,2/3/2021,303702.0,,,26427.0,20625.0,1.77,,,1204.0,"Moderna, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://coronadashboard.rijksoverheid.nl/landelijk/vaccinaties
2095,Northern Ireland,,2/3/2021,289274.0,263735.0,25539.0,17448.0,12866.0,15.28,13.93,1.35,6794.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
2096,Norway,NOR,2/3/2021,165515.0,135449.0,30066.0,28899.0,8764.0,3.05,2.5,0.55,1617.0,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
2097,Poland,POL,2/3/2021,1461578.0,1117146.0,344432.0,119143.0,64761.0,3.86,2.95,0.91,1711.0,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
2098,Portugal,PRT,2/3/2021,350945.0,275093.0,75852.0,,10362.0,3.44,2.7,0.74,1016.0,Pfizer/BioNTech,National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
